,index,Textstelle,Metapher,Metaphernkandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,sentence_id
181,181," Glücklicherweise hängt jedoch das sittliche Verhalten im großen und ganzen — besondere Fälle sind freilich auszunehmen — viel weniger von der logischen Begründung unserer sittlichen Anschauungen ab, mag diese Begründung eine religiöse oder eine philosophische sein, als vielmehr von Gewohnheit, Beispiel und den im Wirkungskreise, besonders unter den Standesgenossen, herrschenden Ehrbegriffen, die sich durch die konservative Macht der Tradition auch dann begriffen, die sich durch die konservative Macht der Tradition auch dann noch aufrecht erhalten lassen — allerdings nicht ohne allmähliches Abbröckeln — wenn die sittlichen Grundanschauungen eines Teils, ja selbst des bröckeln — wenn die sittlichen Grundanschauungen eines Teils, ja selbst des größeren Teils, der Standesgenossen ihnen keine weitere Stütze zu gewähren vermöchten.",1,3,0,Metaphernkandidat,"['allmähliches Abbröckeln', nan, nan, nan]","['den herrschenden Ehrbegriffen', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Glücklicherweise hängt jedoch das sittliche Verhalten im großen und ganzen — besondere Fälle sind freilich auszunehmen — viel weniger von der logischen Begründung unserer sittlichen Anschauungen ab, mag diese Begründung eine religiöse oder eine philosophische sein, als vielmehr von Gewohnheit, Beispiel und den im Wirkungskreise, besonders unter den Standesgenossen, herrschenden Ehrbegriffen, die sich durch die konservative Macht der Tradition auch dann begriffen, die sich durch die konservative Macht der Tradition auch dann noch aufrecht erhalten lassen — allerdings nicht ohne allmähliches Abbröckeln — wenn die sittlichen Grundanschauungen eines Teils, ja selbst des bröckeln — wenn die sittlichen Grundanschauungen eines Teils, ja selbst des größeren Teils, der Standesgenossen ihnen keine weitere Stütze zu gewähren vermöchten.",de,181
182,182," Hierdurch wird nämlich zwar nicht die Struktur (oder Architektur) der Keimzelle, wohl aber ihre Lebensenergie beeinflußt, und da das Maß dieser Lebensenergie dann wieder bei der Verschmelzung der väterlichen und mütterlichen Keimzelle für die Frage von Einfluß ist, welche von beiden dem neuen Individuum in höherem Maße ihren Stempel aufdrückt, so kommt auch manchen äußeren Umständen (nämlich denen, welche wie z. B. Syphilis, Alkoholismus eine erhebliche Störung im ganzen Organismus und eine Ernährungsstörung der Keimzellen zur Folge haben) indirekt ein Einfluß auf die Vererbung zu. zellen zur Folge haben) indirekt ein Einfluß auf die Vererbung zu.",1,3,0,Metaphernkandidat,"[nan, 'Stempel aufdrückt', nan, nan]","[nan, 'Verschmelzung der väterlichen und mütterlichen Keimzelle', nan, nan]","['B', 'A', 'P', 'K']"," Hierdurch wird nämlich zwar nicht die Struktur (oder Architektur) der Keimzelle, wohl aber ihre Lebensenergie beeinflußt, und da das Maß dieser Lebensenergie dann wieder bei der Verschmelzung der väterlichen und mütterlichen Keimzelle für die Frage von Einfluß ist, welche von beiden dem neuen Individuum in höherem Maße ihren Stempel aufdrückt, so kommt auch manchen äußeren Umständen (nämlich denen, welche wie z. B. Syphilis, Alkoholismus eine erhebliche Störung im ganzen Organismus und eine Ernährungsstörung der Keimzellen zur Folge haben) indirekt ein Einfluß auf die Vererbung zu. zellen zur Folge haben) indirekt ein Einfluß auf die Vererbung zu.",de,182
183,183," Ich glaube, daß die lange Zeit der Verfinsterung, unter der Europa geschmachtet hat, zum großen Teil dem Cölibat zu anken ist, welcher den religiösen Orden auferlegt wurde.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Ich glaube, daß die lange Zeit der Verfinsterung, unter der Europa geschmachtet hat, zum großen Teil dem Cölibat zu anken ist, welcher den religiösen Orden auferlegt wurde.",de,183
184,184," Ich sage euch aber wahrhaftig, sind einige unter haftig, sind einige unter denen, die hier stehen, welche den Tod nicht kosten werden, bis sie das Reich Gottes sehen.«",2,3,0,Metaphernkandidat,"[nan, 'kosten', 'kosten', nan, nan]","[nan, 'Tod', 'den Tod', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ich sage euch aber wahrhaftig, sind einige unter haftig, sind einige unter denen, die hier stehen, welche den Tod nicht kosten werden, bis sie das Reich Gottes sehen.«",de,184
185,185," Ihre Kulturentwicklung zeigte allerdings niemals eine so rasche Gangart, wie die unserige in den letzten 800 Jahren, seit Beginn der Kreuzzüge, sie stand aber auch nie völlig still und wurde deshalb nicht unpassend züge, sie stand aber auch nie völlig still und wurde deshalb nicht unpassend mit dem langsamen Fließen eines tiefen und breiten Stromes in ebenem Bette verglichen.",1,3,0,Metaphernkandidat,"[nan, nan, 'zeigt eine rasche Gangart', nan]","[nan, nan, 'Kulturentwicklung', nan]","['B', 'K', 'A', 'GoldStandard']"," Ihre Kulturentwicklung zeigte allerdings niemals eine so rasche Gangart, wie die unserige in den letzten 800 Jahren, seit Beginn der Kreuzzüge, sie stand aber auch nie völlig still und wurde deshalb nicht unpassend züge, sie stand aber auch nie völlig still und wurde deshalb nicht unpassend mit dem langsamen Fließen eines tiefen und breiten Stromes in ebenem Bette verglichen.",de,185
186,186," Im Frühjahr 1875 machte Oskar Hertwig unter Häckel's Augen in Ajaccio seine Entdeckungen über den Befruchtungsvorgang bei den Seeigeln, die, wie Bölsche 2) bemerkt, bis in ferne Zeiten einen Wendepunkt in igeln, die, wie Bölsche 2) bemerkt, bis in ferne Zeiten einen Wendepunkt in der Geschichte unserer Kenntnis vom geschlechtlichen Zeugungsakt, einem der tiefsten Mysterien der Natur, bilden werden.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Im Frühjahr 1875 machte Oskar Hertwig unter Häckel's Augen in Ajaccio seine Entdeckungen über den Befruchtungsvorgang bei den Seeigeln, die, wie Bölsche 2) bemerkt, bis in ferne Zeiten einen Wendepunkt in igeln, die, wie Bölsche 2) bemerkt, bis in ferne Zeiten einen Wendepunkt in der Geschichte unserer Kenntnis vom geschlechtlichen Zeugungsakt, einem der tiefsten Mysterien der Natur, bilden werden.",de,186
187,187," Im Gegenteil, der Rechtsbegriff schwankt heute mehr als je, die Unsicherheit nimmt womöglich noch zu.",1,4,0,Metaphernkandidat,"[nan, nan, 'schwankt', nan, nan]","[nan, nan, 'der Rechtsbegriff', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Im Gegenteil, der Rechtsbegriff schwankt heute mehr als je, die Unsicherheit nimmt womöglich noch zu.",de,187
188,188," Im Laufe der Geschichte habe sich der Mittelpunkt der Macht Schritt für Schritt, aber sicher, nach Norden verschoben, in jene rauhen Gegenden, wo der Mensch für die Rivalität des Daseins im harten Kampf mit der Natur „erzogen“ wurde.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Im Laufe der Geschichte habe sich der Mittelpunkt der Macht Schritt für Schritt, aber sicher, nach Norden verschoben, in jene rauhen Gegenden, wo der Mensch für die Rivalität des Daseins im harten Kampf mit der Natur „erzogen“ wurde.",de,188
189,189," Im Mittelalter suchte man verheerende Volkskrankheiten durch Gebete, Bußübungen und Messen zu bekämpfen, und nur sehr langsam brach sich die Auffassung Bahn, daß die Fürsorge für die Gesundheit der Völker eine öffentliche Angelegenheit sei. ",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Im Mittelalter suchte man verheerende Volkskrankheiten durch Gebete, Bußübungen und Messen zu bekämpfen, und nur sehr langsam brach sich die Auffassung Bahn, daß die Fürsorge für die Gesundheit der Völker eine öffentliche Angelegenheit sei. ",de,189
190,190," Im Ruhezustande erscheinen die meisten Moneren als kleine Plasmakügelchen für das unbewaffnete Auge nicht sichtbar oder eben sichtbar, höchstens von der Grösse eines Stecknadelknopfes.",1,4,0,Metaphernkandidat,"[nan, 'unbewaffnete', nan, nan, nan]","[nan, 'Auge', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Im Ruhezustande erscheinen die meisten Moneren als kleine Plasmakügelchen für das unbewaffnete Auge nicht sichtbar oder eben sichtbar, höchstens von der Grösse eines Stecknadelknopfes.",de,190
191,191," In Californien ist ebenso die früher dort heimische weiße Ratte von der zu Schiffe eingeführten schwarzen Ratte völlig vertilgt worden. In den Vereinigten Staaten vertrieb eine Schwalbenart gänzlich eine andere, und die einigten Staaten vertrieb eine Schwalbenart gänzlich eine andere, und die Vermehrung der sogen. Misteldrosseln in England hat die Abnahme der Singdrosseln zur Folge gehabt.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'A', 'P', 'K']"," In Californien ist ebenso die früher dort heimische weiße Ratte von der zu Schiffe eingeführten schwarzen Ratte völlig vertilgt worden. In den Vereinigten Staaten vertrieb eine Schwalbenart gänzlich eine andere, und die einigten Staaten vertrieb eine Schwalbenart gänzlich eine andere, und die Vermehrung der sogen. Misteldrosseln in England hat die Abnahme der Singdrosseln zur Folge gehabt.",de,191
192,192," In Wahrheit gingen nicht die germanischen Völker in sich zurück, sondern es verblich nun erst die letzte Abendröte antiker Civilisation.«",5,0,0,Metapher,"['die letzte Abendröte', 'die letzte Abendröte', 'antiker Civilisation', 'verblich ... die letzte Abendröte', nan]","['antiker Civilisation', 'antiker Civilisation', 'die letzte Abendröte', 'antiker Civilisation', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," In Wahrheit gingen nicht die germanischen Völker in sich zurück, sondern es verblich nun erst die letzte Abendröte antiker Civilisation.«",de,192
193,193," In Wirklichkeit sind die Argumente, die dieser einst so tiefgründige Autor gegen die Wehrsteuer vorbringt, objektiv so spinnwebartig schwach und logisch so hinfällig, daß sie beinahe mehr für das Problem der physiopsychologischen Individualentwicklung als für die Frage der Wehrsteuer bemerkenswert sind.",1,3,0,Metaphernkandidat,"['spinnwebartig', nan, nan, nan]","['schwach', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," In Wirklichkeit sind die Argumente, die dieser einst so tiefgründige Autor gegen die Wehrsteuer vorbringt, objektiv so spinnwebartig schwach und logisch so hinfällig, daß sie beinahe mehr für das Problem der physiopsychologischen Individualentwicklung als für die Frage der Wehrsteuer bemerkenswert sind.",de,193
194,194," In dem Moment, wo sperma und ovum im Uterus der Mutter zu einer Zelle verschmelzen, ist »die Statue gegossen,« sagt Hegar1), »und was noch weiter geschieht, ist nur eine feinere Ausarbeitung und Ziselierung.",5,0,0,Metapher,"['ist die Statue gegossen', 'die Statue gegossen', 'ist die Statue gegossen', 'feinere Ausarbeitung ind Ziselierung', 'ist die Statue gegossen']","['zu einer Zelle verschmelzen', 'Zelle verschmelzen', 'In dem Moment, wo sperma und ovum (..) verschmelzen', 'und was noch weiter geschieht', 'zu einer Zelle verschmelzen']","['B', 'A', 'P', 'K', 'GoldStandard']"," In dem Moment, wo sperma und ovum im Uterus der Mutter zu einer Zelle verschmelzen, ist »die Statue gegossen,« sagt Hegar1), »und was noch weiter geschieht, ist nur eine feinere Ausarbeitung und Ziselierung.",de,194
195,195," In demselben Moment, in dem die wissenschaftliche Erkenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt kenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt und sie uns auf natürliche Weise begreiflich macht, hört diese Erscheinung auf, ein religiöses Objekt zu sein.",4,1,0,Metapher,"[nan, 'den Zauber der Dunkelheit', 'den Zauber der Dunkelheit', 'den Zauber der Dunkelheit', 'den Zauber der Dunkelheit']","[nan, 'nimmt', 'Wissenschaftliche Erkenntnis nimmt', 'die wissenschaftliche Erkenntnis der Natur den Erscheinungen ', 'die wissenschaftliche Erkenntnis der Natur den Erscheinungen ']","['B', 'A', 'P', 'K', 'GoldStandard']"," In demselben Moment, in dem die wissenschaftliche Erkenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt kenntnis der Natur den Erscheinungen den Zauber der Dunkelheit nimmt und sie uns auf natürliche Weise begreiflich macht, hört diese Erscheinung auf, ein religiöses Objekt zu sein.",de,195
196,196, In der allerneuesten Zeit ist man von der Befehdung der Darwinschen Selektionstheorie offen zum Krieg gegen die Abstammungslehre selbst schen Selektionstheorie offen zum Krieg gegen die Abstammungslehre selbst übergegangen.,3,1,0,Metapher,"[nan, 'Befehdung, Krieg', 'zum Krieg', nan]","[nan, 'der Darwin-schen Selektionstheorie; gegen die Abstammungslehre', 'gegen die Abstammungslehre', nan]","['B', 'K', 'A', 'GoldStandard']", In der allerneuesten Zeit ist man von der Befehdung der Darwinschen Selektionstheorie offen zum Krieg gegen die Abstammungslehre selbst schen Selektionstheorie offen zum Krieg gegen die Abstammungslehre selbst übergegangen.,de,196
197,197," In diesem Punkt hat also unsere Kultur die Fähigkeit bewiesen, ein fressendes Geschwür am Volkskörper, das sie bewirkt hat, auch wieder zur Heilung zu bringen.",4,0,0,Metapher,"['ein fressendes Geschwür am Volkskörper', 'fressendes Geschwür / zur Heilung zu bringen', 'ein fressendes Geschwür ', nan]","['unsere Kultur', 'am Volkskörper / die Kultur', 'am Volkskörper', nan]","['B', 'K', 'A', 'GoldStandard']"," In diesem Punkt hat also unsere Kultur die Fähigkeit bewiesen, ein fressendes Geschwür am Volkskörper, das sie bewirkt hat, auch wieder zur Heilung zu bringen.",de,197
198,198," In diesen ständigen Gefolgen der Häuptlinge, dem Ergebnis einer 150jährigen Anpassung und Auslese, haben wir die ersten Kernbilduugen innerhalb der »Gallertmassen« der einzelnen Stämme vor uns.",2,3,0,Metaphernkandidat,"[nan, nan, 'haben wir die ersten Kernbildungen', '»Gallertmassen«', nan]","[nan, nan, 'x', 'der einzelnen Stämme', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," In diesen ständigen Gefolgen der Häuptlinge, dem Ergebnis einer 150jährigen Anpassung und Auslese, haben wir die ersten Kernbilduugen innerhalb der »Gallertmassen« der einzelnen Stämme vor uns.",de,198
199,199," In dieser Form finden wir Eheverbote bei den Römern und Juden, und sie sind dann von hier aus besonders durch die christliche Kirche überallhin verpflanzt worden, sodaß jetzt neben den Eheverboten für Angehörige verschiedener Generationen daß jetzt neben den Eheverboten für Angehörige verschiedener Generationen (Eltern und Kinder, Oheim und Neffe, Tante und Nichte) auch Eheverbote für Seitenverwandte bestehen, die derselben Generation angehören.",5,0,0,Metapher,"['verpflanzt worden', 'überallhin verpflanzt', 'verpflanzt', 'verpflanzt worden', 'verpflanzt']","['Eheverbote', 'christliche Kirche', 'Eheverbot', 'Eheverbote', 'Eheverbot']","['B', 'A', 'P', 'K', 'GoldStandard']"," In dieser Form finden wir Eheverbote bei den Römern und Juden, und sie sind dann von hier aus besonders durch die christliche Kirche überallhin verpflanzt worden, sodaß jetzt neben den Eheverboten für Angehörige verschiedener Generationen daß jetzt neben den Eheverboten für Angehörige verschiedener Generationen (Eltern und Kinder, Oheim und Neffe, Tante und Nichte) auch Eheverbote für Seitenverwandte bestehen, die derselben Generation angehören.",de,199
200,200," In vorkulturellen Zeiten, auf tiefer Wirtschaftsstufe, unter strenger Auslese, scheinen in der Regel die hohen Anlagen gezüchtet worden zu sein, die nachher unter günstigen wirtschaftlichen Verhältnissen eine Kulturblüte zur Entfaltung brachten. Während dieser Blüte aber gehen gewöhnlich infolge von Auslesestörungen jene Anlagen zugrunde, aus denen die Blüte folge von Auslesestörungen jene Anlagen zugrunde, aus denen die Blüte sich entwickelt hatte.",1,3,0,Metaphernkandidat,"[nan, 'Kulturblüte', nan, nan]","[nan, 'zur Entfaltung brachten', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," In vorkulturellen Zeiten, auf tiefer Wirtschaftsstufe, unter strenger Auslese, scheinen in der Regel die hohen Anlagen gezüchtet worden zu sein, die nachher unter günstigen wirtschaftlichen Verhältnissen eine Kulturblüte zur Entfaltung brachten. Während dieser Blüte aber gehen gewöhnlich infolge von Auslesestörungen jene Anlagen zugrunde, aus denen die Blüte folge von Auslesestörungen jene Anlagen zugrunde, aus denen die Blüte sich entwickelt hatte.",de,200
201,201," Indem das Verhältnis durch die Sitte befestigt wurde, entstand die Exogamie, d. h. der Gebrauch, daß die Frauen festigt wurde, entstand die Exogamie, d. h. der Gebrauch, daß die Frauen nicht an Mitglieder ihres eigenen Stammes, die sich vielmehr ihre Frauen durch eigene Kraft, insbesondere durch Raub von fremden Stämmen, zu beschaffen hatten, sondern nur an Mitglieder fremder Stämme verheiratet werden durften.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'A', 'P', 'K']"," Indem das Verhältnis durch die Sitte befestigt wurde, entstand die Exogamie, d. h. der Gebrauch, daß die Frauen festigt wurde, entstand die Exogamie, d. h. der Gebrauch, daß die Frauen nicht an Mitglieder ihres eigenen Stammes, die sich vielmehr ihre Frauen durch eigene Kraft, insbesondere durch Raub von fremden Stämmen, zu beschaffen hatten, sondern nur an Mitglieder fremder Stämme verheiratet werden durften.",de,201
